arrival_time,job,operation,process,machine,capacity,processing_time,weight
0.0,J193,J193_O1,M2,M2,1,30.0,62.0
0.0,J193,J193_O1,M3,M3,1,60.0,62.0
0.0,J193,J193_O1,M4,M4,1,65.0,62.0
0.0,J193,J193_O1,M5,M5,1,41.0,62.0
0.0,J194,J194_O1,M1,M1,1,68.0,76.0
0.0,J194,J194_O1,M2,M2,1,36.0,76.0
0.0,J194,J194_O1,M3,M3,1,28.0,76.0
0.0,J194,J194_O1,M4,M4,1,94.0,76.0
0.0,J194,J194_O1,M5,M5,1,32.0,76.0
0.0,J195,J195_O1,M1,M1,1,12.0,65.0
0.0,J195,J195_O1,M2,M2,1,35.0,65.0
0.0,J195,J195_O1,M3,M3,1,51.0,65.0
0.0,J195,J195_O1,M4,M4,1,58.0,65.0
0.0,J195,J195_O1,M5,M5,1,41.0,65.0
0.0,J196,J196_O1,M1,M1,1,90.0,36.0
0.0,J196,J196_O1,M2,M2,1,37.0,36.0
0.0,J196,J196_O1,M3,M3,1,42.0,36.0
0.0,J196,J196_O1,M4,M4,1,13.0,36.0
0.0,J196,J196_O1,M5,M5,1,18.0,36.0
0.0,J197,J197_O1,M1,M1,1,43.0,92.0
0.0,J197,J197_O1,M2,M2,1,40.0,92.0
0.0,J197,J197_O1,M3,M3,1,62.0,92.0
0.0,J197,J197_O1,M4,M4,1,46.0,92.0
0.0,J197,J197_O1,M5,M5,1,23.0,92.0
0.0,J198,J198_O1,M1,M1,1,62.0,45.0
0.0,J198,J198_O1,M2,M2,1,40.0,45.0
0.0,J198,J198_O1,M3,M3,1,18.0,45.0
0.0,J198,J198_O1,M4,M4,1,14.0,45.0
0.0,J198,J198_O1,M5,M5,1,95.0,45.0
0.0,J199,J199_O1,M1,M1,1,36.0,17.0
0.0,J199,J199_O1,M2,M2,1,45.0,17.0
0.0,J199,J199_O1,M3,M3,1,93.0,17.0
0.0,J199,J199_O1,M4,M4,1,76.0,17.0
0.0,J199,J199_O1,M5,M5,1,56.0,17.0
0.0,J200,J200_O1,M1,M1,1,88.0,59.0
0.0,J200,J200_O1,M2,M2,1,16.0,59.0
0.0,J200,J200_O1,M3,M3,1,40.0,59.0
0.0,J200,J200_O1,M4,M4,1,36.0,59.0
0.0,J200,J200_O1,M5,M5,1,87.0,59.0
